g_wood_io1 g_wood_io2 g_wood_io3 g_wood_io4 g_wood_io5 g_wood_io6 g_wood_io7 g_wood_io8 g_wood_io9 g_wood_io10 g_wood_io11 g_wood_io12 g_wood_io13 retran_r_io1 retran_r_io2 retran_r_io3 retran_r_io4 retran_r_io5 retran_r_io6 retran_r_io7 retran_r_io8 retran_r_io9 retran_r_io10 retran_r_io11 retran_r_io12 retran_r_io13 hw_sw_io1 hw_sw_io2 hw_sw_io3 hw_sw_io4 hw_sw_io5 hw_sw_io6 hw_sw_io7 hw_sw_io8 hw_sw_io9 hw_sw_io10 hw_sw_io11 hw_sw_io12 hw_sw_io13 knl_io1 knl_io2 knl_io3 knl_io4 knl_io5 knl_io6 knl_io7 knl_io8 knl_io9 knl_io10 knl_io11 knl_io12 knl_io13 a_wl_io1 a_wl_io2 a_wl_io3 a_wl_io4 a_wl_io5 a_wl_io6 a_wl_io7 a_wl_io8 a_wl_io9 a_wl_io10 a_wl_io11 a_wl_io12 a_wl_io13 kaps_roth1 kaps_roth2 kaps_roth3 kaps_roth4 n_inorg_turnover sorp g_root_io retran_l_io l_vg_soil
2.440540e-02 3.304217e-02 3.501318e-02 4.623936e-02 4.812931e-02 9.989498e-02 5.975421e-02 4.015013e-01 1.719255e-01 3.746231e-01 3.707023e-04 3.437473e-02 6.889238e-02 8.112176e-01 7.694549e-01 2.339318e-01 4.246900e-01 2.046340e-01 3.398186e-01 9.019710e-01 1.534450e-01 8.447566e-01 2.520352e-01 4.082418e-02 8.799513e-01 5.227184e-01 2.610306e-01 8.791456e-02 3.067636e-01 5.719495e-01 5.367887e-01 9.139796e-01 5.334012e-01 8.511529e-01 5.528842e-01 5.029675e-01 4.288299e-01 3.051433e-01 7.984648e-01 3.172793e-01 1.006547e-01 1.103039e-01 4.310160e-01 1.550885e-01 2.972510e-01 2.744914e-01 3.460944e-01 3.867361e-01 3.159526e-01 4.540581e-01 3.610847e-01 2.581534e-01 7.933783e-01 1.417104e+00 1.267573e+00 6.888880e-01 3.749333e-01 8.037454e-03 7.245893e-03 9.729674e-03 8.919772e-03 8.445040e-03 5.083121e-03 3.764360e-01 1.438813e-01 2.671053e-07 4.397721e-09 6.377270e-09 6.256214e-10 4.431931e+00 1.784419e+01 7.185834e-01 9.569743e-01 8.999943e-01
4.800397e-02 8.618528e-05 2.002784e-02 3.933242e-02 8.645519e-03 3.187725e-01 1.463247e-01 1.042095e-01 4.321049e-01 4.097653e-01 1.678636e-01 4.742313e-02 7.996452e-03 7.680112e-01 2.314056e-01 6.484254e-01 7.008881e-01 8.998993e-02 4.146225e-01 2.742404e-01 3.092758e-01 3.339610e-01 9.195389e-01 8.004498e-02 3.127402e-01 2.790362e-01 8.397194e-02 2.731896e-01 6.423665e-01 6.201123e-01 3.851342e-01 5.439362e-01 7.046384e-02 7.082593e-01 4.241598e-01 1.945496e-01 3.149575e-01 7.204051e-01 6.042702e-01 4.797254e-01 2.749372e-01 2.135223e-01 2.799561e-01 4.613361e-01 1.843718e-01 2.882917e-01 3.906639e-01 1.799821e-01 3.890290e-01 1.648506e-01 4.767452e-01 1.617957e-01 1.105516e+00 9.533102e-01 9.059600e-01 4.838891e-01 9.827658e-01 3.299087e-03 8.630983e-03 7.935649e-03 5.403082e-03 8.316917e-03 6.569481e-03 2.645028e-01 1.351554e-01 1.900154e-07 4.927266e-09 1.697219e-08 1.711972e-10 5.405884e-01 1.662258e+01 1.195687e+00 5.200358e-01 7.382443e-01
4.978944e-02 2.238432e-02 3.436791e-02 1.245904e-02 6.240487e-03 2.137156e-01 3.010129e-01 4.941443e-01 3.256261e-01 2.889297e-01 3.258465e-01 4.984373e-02 1.006129e-02 7.075445e-01 8.234779e-01 8.616758e-01 3.752602e-01 1.344428e-02 4.211912e-01 3.194513e-02 1.613783e-01 8.525436e-01 7.811325e-02 7.063289e-01 1.616395e-01 3.914963e-01 3.118231e-01 4.396632e-02 4.875914e-01 9.298224e-01 8.663328e-01 7.712032e-01 3.942575e-01 3.971760e-01 2.810929e-01 6.427180e-01 4.857238e-01 3.901365e-01 7.420749e-01 1.127112e-01 4.452273e-01 1.316643e-01 4.697875e-01 1.485525e-01 2.765767e-01 4.560424e-01 4.165809e-01 4.928431e-01 2.838664e-01 3.883152e-01 2.622406e-01 3.198069e-01 1.320912e+00 1.347227e+00 5.423320e-01 1.499729e+00 5.613456e-01 4.266745e-03 6.132129e-03 7.677817e-03 5.797941e-03 5.423953e-03 4.423689e-03 3.942799e-01 1.684624e-01 2.651027e-07 8.147905e-09 2.074064e-08 5.441480e-10 4.763318e+00 1.228250e+01 1.155569e+00 1.956559e+00 7.960889e-01
1.376918e-02 4.662528e-03 4.553254e-02 4.774187e-02 7.318197e-03 2.626524e-01 2.907212e-01 2.447534e-01 7.761556e-02 2.413771e-01 9.570408e-02 6.660833e-02 6.587525e-02 3.184216e-01 2.910259e-01 6.787041e-01 5.413705e-01 6.567489e-01 2.370913e-01 6.125711e-01 8.618334e-01 1.060623e-01 4.912311e-01 5.600966e-01 2.964178e-01 1.817400e-01 9.716624e-01 7.259450e-02 4.106255e-01 5.821387e-01 1.121297e-01 5.040889e-01 5.695036e-01 4.996096e-01 4.556096e-01 9.838413e-01 6.260581e-01 5.940882e-01 5.377280e-02 4.324187e-01 4.733152e-01 1.499133e-01 3.501979e-01 4.753339e-01 2.481291e-01 1.503907e-01 4.328452e-01 3.827609e-01 4.033192e-01 2.765440e-01 4.198425e-01 3.433506e-01 1.356788e+00 8.806309e-01 1.118006e+00 1.193950e+00 1.299432e+00 8.061819e-03 5.246003e-03 4.861778e-03 4.461605e-03 9.570256e-03 9.455049e-03 1.244935e-01 2.175343e-01 2.462974e-07 4.583626e-09 7.859717e-09 1.899260e-10 8.959160e+00 5.848404e-02 8.626644e-01 1.561545e+00 8.326146e-01
3.370532e-04 3.638069e-02 1.454330e-02 4.592377e-02 2.829338e-02 1.869470e-01 2.880345e-02 8.180808e-02 3.591981e-01 1.969950e-01 2.308788e-01 5.999689e-02 1.932026e-02 6.917048e-01 5.351230e-01 6.080077e-01 1.730547e-01 1.627810e-01 4.839826e-01 9.702699e-01 9.873299e-01 1.879465e-01 9.613841e-01 1.773565e-01 4.851841e-01 2.257712e-02 2.088322e-01 4.267056e-01 4.375904e-01 8.824380e-01 9.076066e-01 2.664660e-01 7.421131e-01 8.187440e-02 6.919645e-01 4.347860e-01 8.558089e-01 9.062301e-01 8.615107e-01 2.244473e-01 4.279780e-01 4.314479e-01 2.125659e-01 3.926297e-01 4.414967e-01 2.323798e-01 1.042040e-01 4.897534e-01 3.722261e-01 3.306557e-01 4.802377e-01 4.239684e-01 7.465353e-01 1.659503e+00 4.204194e-01 4.276239e-01 8.971734e-01 6.708623e-03 7.700550e-03 6.836860e-03 5.033091e-03 6.680417e-03 4.890729e-03 1.992780e-01 9.810874e-02 9.184606e-08 7.670032e-09 1.502256e-08 4.403753e-10 6.180367e+00 6.371239e+00 1.557698e+00 1.479288e+00 9.657023e-01
9.876283e-03 4.067440e-02 6.179500e-03 3.570143e-03 3.549655e-03 3.214430e-01 2.506693e-01 3.249638e-01 9.289562e-02 3.605866e-01 3.374836e-01 6.290907e-02 7.307830e-02 2.848534e-02 7.422403e-01 9.846400e-01 9.753052e-01 7.348637e-01 2.535514e-02 8.554580e-01 1.079407e-01 6.663555e-01 5.373501e-02 3.722328e-01 4.400215e-01 9.375293e-01 7.546280e-01 2.124864e-01 9.943009e-02 1.521807e-01 8.157618e-01 6.203114e-01 6.162818e-01 4.001868e-01 9.136183e-01 2.751102e-01 4.176851e-01 1.940368e-01 2.635172e-02 1.266286e-01 2.763545e-01 3.028142e-01 1.336116e-01 3.115138e-01 3.804528e-01 1.014633e-01 1.037147e-01 1.422084e-01 2.713560e-01 2.171948e-01 1.594954e-01 4.321052e-01 4.969513e-01 8.001257e-01 1.253204e+00 1.436373e+00 9.509713e-01 5.832083e-03 3.753727e-03 4.775416e-03 8.818078e-03 3.087065e-03 7.617293e-03 2.433251e-01 1.115832e-01 1.557726e-07 4.663410e-09 1.795515e-08 3.802925e-10 4.541104e-01 9.749299e+00 1.353883e+00 1.205228e+00 6.877366e-01
7.368843e-04 1.646643e-02 2.434921e-02 1.450393e-02 1.394321e-02 4.708562e-01 3.656847e-01 1.451412e-01 4.024741e-01 4.732280e-01 4.439404e-01 4.333190e-02 3.274715e-04 4.170842e-01 1.103838e-01 4.948955e-01 7.729311e-01 9.448327e-01 5.132857e-01 2.327720e-01 2.757016e-01 2.653670e-01 9.728164e-01 8.528430e-01 2.070723e-01 5.389667e-01 9.694033e-01 1.756635e-01 1.874366e-01 4.476789e-01 8.575095e-01 1.433009e-01 5.872766e-01 7.573768e-01 6.575871e-01 5.107562e-02 5.014790e-01 7.697120e-01 6.205346e-01 2.237073e-01 2.322750e-01 2.703370e-01 3.877533e-01 4.377829e-01 2.563501e-01 3.868290e-01 1.927752e-01 2.624637e-01 2.403593e-01 1.768990e-01 4.094093e-01 1.238007e-01 1.373344e+00 8.991159e-01 9.571657e-01 1.157237e+00 1.223414e+00 6.082053e-03 7.990985e-03 3.169598e-03 6.611695e-03 7.122134e-03 5.729880e-03 1.409812e-01 2.448931e-01 2.331208e-07 8.889187e-09 1.098350e-08 2.517745e-10 6.872963e+00 1.832296e+01 1.844177e+00 1.850877e+00 1.813119e-01
1.179762e-02 4.486582e-02 4.363843e-02 1.549732e-02 1.734213e-02 4.904624e-01 1.387726e-01 4.463635e-01 1.585116e-01 3.396034e-01 3.101663e-02 6.933455e-02 6.472347e-02 5.830248e-01 3.552803e-01 3.814400e-01 3.465184e-01 3.984221e-01 8.365330e-01 6.065595e-02 9.471061e-01 5.799395e-01 2.937595e-01 8.179181e-01 3.496902e-01 7.993724e-01 5.852427e-01 6.338002e-01 7.599246e-01 2.952283e-02 7.935651e-01 7.601700e-01 1.872934e-02 1.731944e-01 8.121449e-01 6.132623e-01 2.271088e-01 9.291831e-01 3.559394e-01 2.861483e-01 1.500387e-01 1.743368e-01 3.382573e-01 3.493913e-01 2.036770e-01 3.008777e-01 4.886337e-01 3.387335e-01 4.944632e-01 1.512279e-01 4.559773e-01 2.667708e-01 7.568688e-01 1.427864e+00 1.372321e+00 8.553016e-01 9.416305e-01 9.041547e-03 2.521214e-03 7.425223e-03 9.613245e-03 6.061591e-03 6.213859e-03 3.499453e-01 1.035393e-01 8.490238e-08 8.509780e-09 1.185400e-08 3.265001e-10 4.674578e+00 1.386014e+01 1.906607e+00 1.307223e+00 8.690583e-01
1.420335e-02 1.722060e-02 1.007786e-02 8.423913e-04 2.158291e-02 3.075628e-01 1.789456e-01 4.292996e-01 3.972503e-01 3.288871e-01 9.714767e-03 6.080808e-02 6.188332e-02 6.480549e-01 1.089702e-01 9.173744e-01 5.367424e-01 5.871445e-03 9.263076e-01 5.859184e-01 1.955159e-02 1.187892e-01 6.683711e-01 7.843286e-01 3.970552e-02 9.172128e-01 7.413302e-01 7.401790e-01 2.654600e-01 3.898094e-02 6.525985e-01 1.817257e-01 5.670714e-03 6.156625e-01 3.485794e-01 6.874857e-01 9.281176e-01 8.421139e-01 6.319643e-01 3.668404e-01 4.151008e-01 2.477608e-01 4.676648e-01 2.119859e-01 4.334437e-01 1.072554e-01 1.342851e-01 1.501593e-01 3.161356e-01 2.572994e-01 3.126394e-01 3.360379e-01 1.008749e+00 8.364317e-01 7.328822e-01 5.232953e-01 5.044653e-01 7.959729e-03 9.720498e-03 6.247805e-03 3.260646e-03 4.111762e-03 6.168777e-03 3.190570e-01 1.055501e-01 2.130927e-07 6.367963e-09 7.039552e-09 3.903343e-10 2.177752e-01 1.345024e+00 1.732528e+00 1.734785e+00 7.561998e-01
4.544743e-02 2.872019e-02 2.467035e-02 1.550617e-02 4.008188e-02 3.751169e-01 2.581481e-01 1.955301e-01 2.361014e-01 1.869241e-01 1.443127e-01 7.680234e-03 8.597909e-02 1.532717e-04 4.265604e-02 7.553443e-01 7.693559e-01 4.937083e-01 5.233213e-01 2.549525e-01 1.337237e-01 9.830184e-01 8.801006e-01 6.817389e-01 6.629802e-01 4.898437e-02 4.657510e-01 9.449136e-01 8.806716e-01 2.339382e-01 8.289000e-01 6.597509e-01 5.576267e-01 5.195414e-01 9.085450e-01 1.394872e-01 6.861675e-01 2.712419e-01 6.558148e-01 4.272479e-01 1.091055e-01 4.568043e-01 2.097053e-01 4.766770e-01 1.503884e-01 1.566037e-01 2.631620e-01 4.355097e-01 1.933374e-01 3.363139e-01 3.043985e-01 1.413752e-01 8.075978e-01 4.548187e-01 4.663837e-01 9.326049e-01 5.120943e-01 9.476726e-03 9.551611e-03 8.613603e-03 3.929817e-03 5.246516e-03 3.848549e-03 3.246106e-01 1.557981e-01 2.578281e-07 8.339622e-09 2.007658e-08 2.703824e-10 4.149390e-02 9.896928e+00 5.989701e-01 1.312144e+00 4.931951e-01
4.175982e-02 2.406053e-02 8.541253e-03 3.605119e-04 2.497947e-02 4.845806e-01 2.796165e-01 4.228871e-01 3.218494e-01 1.940111e-02 9.293403e-02 5.493491e-02 9.188053e-02 2.277265e-01 6.226469e-01 9.448514e-01 9.331517e-01 2.207215e-01 8.725821e-02 4.054807e-01 7.852950e-01 5.634406e-01 5.490037e-01 4.514297e-01 6.738036e-01 4.612110e-01 5.797964e-01 5.106439e-01 9.613891e-01 6.376015e-01 1.305088e-01 1.201327e-01 6.355326e-01 8.822427e-01 7.851321e-01 9.949684e-02 1.039912e-01 6.719223e-01 1.526529e-01 4.382049e-01 2.401671e-01 2.848388e-01 3.632301e-01 1.970138e-01 3.716924e-01 3.965509e-01 3.700764e-01 1.072490e-01 1.483816e-01 2.009700e-01 4.963512e-01 2.625841e-01 1.157671e+00 6.650987e-01 1.521979e+00 1.535988e+00 7.501366e-01 5.998817e-03 9.903031e-03 7.315773e-03 4.280344e-03 8.737050e-03 9.673712e-03 2.382993e-01 2.474064e-01 2.565627e-07 3.368904e-09 2.113837e-08 4.830989e-10 5.491984e+00 6.154431e+00 1.631035e+00 1.196548e+00 7.637471e-01
3.269538e-03 1.190752e-02 3.647763e-02 4.841596e-02 2.532478e-03 5.829811e-02 4.036772e-01 1.077760e-01 4.397693e-01 1.513269e-01 1.757125e-01 5.631783e-02 3.030238e-02 3.099441e-02 5.951145e-01 7.760789e-01 8.048963e-01 1.874142e-01 5.944660e-01 1.864911e-01 6.918101e-01 9.407922e-01 5.098746e-01 2.275160e-02 1.863409e-01 6.827666e-01 1.177848e-01 8.915807e-01 8.148724e-01 8.994349e-01 4.554415e-02 5.738753e-01 3.656644e-01 7.731876e-01 4.087184e-01 5.464872e-01 8.690661e-01 1.265378e-01 8.028729e-02 1.063469e-01 3.894315e-01 3.147219e-01 3.085138e-01 1.751129e-01 1.462158e-01 1.539571e-01 3.166282e-01 4.659637e-01 1.680370e-01 2.967763e-01 1.193897e-01 4.778751e-01 1.050614e+00 1.632992e+00 8.860596e-01 7.057069e-01 6.558846e-01 9.449158e-03 9.125955e-03 6.695147e-03 6.195414e-03 9.239872e-03 5.130254e-03 1.841698e-01 1.953462e-01 2.502604e-07 9.218191e-09 8.908205e-09 6.056555e-10 5.127168e+00 1.928841e+00 1.694682e+00 1.669426e+00 2.698510e-01
3.682062e-02 1.302779e-02 3.248817e-02 7.374793e-03 5.808487e-03 4.104775e-01 9.662923e-02 9.176462e-02 3.458190e-01 1.560306e-01 1.267004e-02 8.114486e-02 9.805034e-02 6.324816e-01 5.456569e-01 2.664403e-01 6.960778e-01 4.807627e-01 8.851333e-01 1.073683e-01 7.442908e-01 8.839014e-01 1.731224e-01 8.450185e-01 6.824781e-01 1.521430e-01 9.472328e-01 8.019121e-01 8.027924e-01 5.008713e-01 6.866252e-01 9.887774e-01 8.343619e-01 9.595093e-01 2.579693e-01 8.767450e-01 8.116673e-01 8.161880e-01 9.473627e-01 1.850426e-01 1.650326e-01 3.536924e-01 4.386757e-01 1.792487e-01 1.034631e-01 3.642131e-01 3.535435e-01 4.531794e-01 1.283042e-01 4.357344e-01 2.664256e-01 4.503428e-01 1.081299e+00 1.681516e+00 1.115272e+00 8.661017e-01 9.674907e-01 8.794704e-03 3.264738e-03 9.469969e-03 2.572935e-03 7.916288e-03 4.264287e-03 3.009255e-01 2.212215e-01 2.617230e-07 5.643420e-09 1.472420e-08 5.960048e-10 3.742993e-01 1.056972e+01 1.212377e+00 1.056414e+00 3.928175e-01
3.512111e-02 2.994664e-02 9.005413e-03 2.062552e-02 4.419418e-02 7.101768e-02 9.290977e-02 3.887117e-01 2.705721e-01 9.900212e-02 1.510759e-01 1.432237e-02 8.282142e-02 9.499675e-01 2.643520e-01 1.656698e-01 5.103592e-01 5.605119e-01 7.892493e-01 7.891422e-01 4.130556e-01 7.395027e-02 9.947068e-02 6.073307e-01 9.921319e-01 1.417449e-01 8.059304e-01 8.619752e-01 1.363954e-01 8.429449e-01 8.748104e-01 4.571403e-01 2.471341e-01 6.459218e-01 5.482318e-01 5.167148e-01 2.075938e-01 3.346486e-01 8.053643e-01 2.194156e-01 3.870783e-01 3.347626e-01 1.406066e-01 4.343659e-01 3.478983e-01 4.838062e-01 4.777669e-01 2.743540e-01 4.491409e-01 3.032069e-01 1.731637e-01 1.300174e-01 1.120262e+00 1.469992e+00 1.440841e+00 8.692815e-01 7.126147e-01 8.494493e-03 7.011353e-03 3.383317e-03 4.197418e-03 2.553111e-03 5.441352e-03 1.481001e-01 6.553588e-02 1.076624e-07 8.839416e-09 9.960769e-09 3.708195e-10 5.362135e+00 1.724332e+01 1.788499e+00 1.269324e+00 4.618951e-01
4.709003e-03 4.561814e-02 1.190287e-02 1.832630e-02 2.096315e-03 2.768961e-01 4.056034e-01 1.743626e-01 1.454437e-01 4.819444e-01 4.214374e-01 7.287193e-02 2.048688e-02 7.839963e-01 4.113926e-01 7.144828e-01 1.606568e-01 6.116689e-02 7.510037e-01 5.147031e-01 9.542566e-02 7.960492e-01 7.894370e-01 9.066830e-01 7.397215e-01 1.719472e-01 7.793589e-01 7.121527e-01 7.733738e-01 1.945974e-02 2.516066e-01 8.922116e-01 5.104836e-01 7.685231e-01 3.085820e-01 5.293801e-01 4.989034e-01 1.153578e-01 6.897952e-02 3.723039e-01 3.924312e-01 1.945128e-01 3.133041e-01 3.006795e-01 2.873916e-01 4.139377e-01 4.510338e-01 4.721240e-01 3.837821e-01 4.587018e-01 3.529948e-01 4.834668e-01 4.839602e-01 1.154649e+00 1.481106e+00 1.487359e+00 6.718683e-01 6.379366e-03 8.315599e-03 4.970841e-03 9.542351e-03 5.328427e-03 6.391845e-03 2.170540e-01 2.403050e-01 2.164810e-07 6.954285e-09 7.290179e-09 3.536118e-10 4.124176e+00 1.758196e+01 1.961347e+00 1.256711e+00 2.284305e-01
1.658777e-02 1.082302e-03 1.810891e-02 4.510892e-02 4.590446e-02 2.292012e-01 3.366394e-01 4.710617e-01 1.841200e-01 1.054125e-01 2.089768e-01 1.233511e-02 5.952527e-02 9.111307e-01 8.367149e-01 5.095964e-01 1.380556e-01 1.921014e-01 8.211195e-01 2.051337e-01 8.090335e-01 2.434961e-01 3.914506e-01 4.293163e-01 6.483719e-01 3.321414e-02 2.818721e-01 2.836699e-02 9.180224e-01 7.493972e-01 9.912068e-01 8.715498e-01 9.191520e-01 1.111561e-01 1.770692e-01 3.472463e-01 7.745983e-01 4.106778e-01 9.341639e-01 3.091828e-01 1.414546e-01 4.919899e-01 2.024106e-01 3.886425e-01 3.392747e-01 2.280844e-01 3.724703e-01 4.078861e-01 1.576508e-01 3.596745e-01 1.642464e-01 2.356879e-01 5.592738e-01 4.667603e-01 1.040536e+00 9.227571e-01 1.020877e+00 4.356978e-03 6.537568e-03 6.439284e-03 8.245354e-03 3.241250e-03 9.888104e-03 2.884577e-01 7.404894e-02 2.269978e-07 3.665960e-09 1.400971e-08 5.486679e-10 7.746647e+00 4.221891e+00 5.489429e-01 1.188515e+00 4.273931e-01
3.728931e-02 1.082343e-02 9.477547e-04 9.340532e-03 3.645581e-02 1.548581e-01 1.648202e-01 1.689542e-01 9.641653e-02 4.279888e-01 3.649691e-01 9.402878e-02 4.573013e-02 1.915381e-01 1.454525e-01 3.664569e-01 9.833538e-01 7.766881e-01 9.353650e-01 8.380253e-01 7.357050e-01 8.014643e-01 8.383227e-01 3.476798e-01 9.625359e-01 2.927671e-01 4.771536e-01 8.527039e-01 9.297115e-01 9.958848e-01 6.520446e-02 9.218406e-01 1.270022e-01 6.367690e-01 4.121853e-03 8.029961e-01 1.367760e-01 6.187913e-01 7.574905e-01 3.157231e-01 2.595132e-01 3.315354e-01 4.273734e-01 4.643517e-01 3.536741e-01 1.684887e-01 3.594679e-01 1.860839e-01 1.559990e-01 1.699800e-01 4.300595e-01 2.061278e-01 1.408105e+00 1.324678e+00 5.968969e-01 5.498123e-01 7.702072e-01 3.750787e-03 9.009923e-03 9.339568e-03 9.974815e-03 5.693935e-03 9.118436e-03 1.229914e-01 2.010217e-01 8.947768e-08 6.980538e-09 1.157942e-08 2.077365e-10 9.874041e+00 1.292262e+01 1.983622e+00 1.145707e+00 5.686832e-01
6.370827e-03 1.853151e-03 2.865041e-02 3.198105e-02 1.490617e-02 4.661309e-01 4.144965e-01 1.904880e-01 2.214728e-01 8.085605e-02 1.749532e-01 7.749159e-02 9.745928e-02 7.381204e-01 8.547192e-01 1.514574e-01 8.998045e-01 5.955453e-01 4.769649e-01 8.221191e-01 7.231623e-01 2.995156e-02 8.578189e-01 5.889946e-01 4.091670e-01 5.488039e-01 6.662896e-01 3.933739e-01 1.966843e-01 5.073473e-02 2.661068e-01 6.650262e-01 7.147369e-01 3.190608e-01 4.497484e-01 8.646349e-01 1.698152e-01 2.865964e-01 1.940750e-01 2.146748e-01 1.795235e-01 4.226943e-01 4.512066e-01 1.404829e-01 3.054449e-01 2.501029e-01 2.541594e-01 2.919799e-01 2.962365e-01 2.131371e-01 1.042532e-01 1.441224e-01 1.208800e+00 1.674284e+00 1.387441e+00 1.349797e+00 1.061668e+00 2.641534e-03 6.243545e-03 9.301784e-03 9.446948e-03 3.149085e-03 9.175279e-03 2.762618e-01 2.552963e-01 2.908505e-07 6.460183e-09 1.427341e-08 5.887302e-10 1.199468e-01 2.490714e+00 1.447037e+00 5.733406e-01 6.215268e-01
5.493024e-03 2.164697e-02 4.691008e-02 1.776105e-02 3.562357e-02 3.473762e-01 2.068731e-01 3.817743e-02 2.637200e-01 4.304526e-01 4.966254e-01 6.359084e-02 6.774010e-02 8.581729e-02 6.598799e-01 9.299656e-01 7.890422e-01 2.453696e-02 9.448982e-01 1.198306e-01 7.040440e-02 4.900047e-01 7.767525e-01 1.833519e-01 2.257039e-01 5.123348e-01 4.436395e-01 9.382320e-01 6.965462e-01 3.538977e-01 4.009319e-01 3.709279e-01 9.781802e-02 7.916274e-01 8.956029e-01 1.097010e-01 8.948945e-01 5.512268e-02 8.976667e-01 2.299402e-01 2.812924e-01 2.645802e-01 1.518812e-01 1.339582e-01 2.360047e-01 3.764178e-01 1.528458e-01 1.894956e-01 4.305541e-01 3.277488e-01 1.349357e-01 1.798926e-01 1.371225e+00 1.010025e+00 1.331898e+00 1.145452e+00 5.485770e-01 7.571779e-03 6.826841e-03 8.284551e-03 7.975116e-03 5.855265e-03 2.579259e-03 1.819045e-01 1.243468e-01 3.094884e-07 2.438198e-09 1.286871e-08 2.385164e-10 8.826623e+00 1.086275e+01 9.800931e-01 9.677815e-01 2.538475e-01
1.444607e-03 4.683844e-02 2.324319e-02 2.180211e-02 2.602510e-02 6.340958e-02 2.208885e-02 2.496454e-01 3.922029e-02 4.002689e-01 4.070878e-01 6.122913e-02 1.566269e-02 8.007840e-01 7.816616e-01 3.788099e-01 9.500974e-01 8.112010e-01 3.700024e-01 5.441276e-01 2.934804e-01 8.762207e-02 4.667240e-02 1.482891e-01 9.485207e-01 5.739265e-01 6.455568e-01 9.295930e-01 8.595992e-01 5.387716e-01 3.370008e-01 6.008816e-01 1.728757e-01 1.677126e-01 2.463103e-02 4.769001e-01 5.391584e-01 9.492046e-01 7.836693e-01 3.765438e-01 1.999302e-01 1.649282e-01 2.261377e-01 4.426020e-01 2.925530e-01 2.161864e-01 1.502862e-01 2.117798e-01 2.457056e-01 1.146355e-01 4.649831e-01 3.538582e-01 8.722847e-01 5.533201e-01 1.546876e+00 1.411557e+00 1.257725e+00 2.749496e-03 5.910802e-03 3.639752e-03 7.734287e-03 7.324340e-03 7.355833e-03 3.352553e-01 9.012448e-02 1.309072e-07 8.271434e-09 1.263598e-08 6.155816e-10 8.297120e+00 7.481027e+00 7.721980e-01 1.972952e+00 5.138519e-01
2.114515e-02 2.606547e-02 3.801743e-03 2.748945e-02 2.668699e-02 3.283090e-01 3.869826e-01 3.825345e-01 1.120001e-01 4.521161e-01 1.569871e-01 8.911816e-02 3.843066e-02 1.337957e-01 9.255431e-02 4.268230e-01 7.951540e-01 1.537877e-01 9.719339e-01 3.249909e-01 3.890974e-01 3.959022e-01 6.885516e-01 9.554749e-01 9.877395e-01 6.425027e-01 1.706692e-01 6.086126e-01 2.348906e-01 8.089463e-01 8.985717e-01 3.334562e-01 9.226552e-01 1.464356e-02 9.754319e-01 4.973628e-01 9.054863e-01 8.365669e-01 4.323140e-01 2.671362e-01 4.936380e-01 1.772214e-01 1.618521e-01 3.435714e-01 2.313968e-01 4.235385e-01 2.128861e-01 3.652338e-01 4.643120e-01 1.210933e-01 2.377001e-01 4.751848e-01 4.042325e-01 6.289647e-01 1.305674e+00 6.583684e-01 4.450509e-01 2.818132e-03 9.689231e-03 4.534384e-03 9.668025e-03 6.929403e-03 5.721703e-03 3.650796e-01 2.107442e-01 1.218095e-07 7.982961e-09 1.965732e-08 5.823866e-10 2.612443e+00 2.053713e+00 1.053078e+00 1.848153e+00 1.616432e-01
3.752877e-02 5.022932e-03 3.759271e-02 4.254870e-02 3.662389e-02 4.546246e-01 3.087508e-01 4.312415e-01 4.262812e-01 2.550268e-01 1.917909e-02 9.965799e-02 2.306505e-02 9.758107e-01 3.334622e-01 8.384055e-03 6.558754e-01 2.769398e-01 3.064322e-02 7.744358e-01 3.674959e-01 3.596575e-01 1.011411e-01 5.617412e-02 1.435323e-01 1.237787e-02 7.385792e-01 6.445855e-01 6.530841e-01 1.636606e-01 1.622799e-03 5.243280e-02 4.545665e-01 3.739461e-01 1.683683e-01 3.125682e-01 3.391364e-01 6.296690e-01 9.714807e-01 2.696756e-01 2.918884e-01 3.248230e-01 3.785678e-01 1.067970e-01 3.098719e-01 4.906356e-01 3.229872e-01 4.269795e-01 3.402280e-01 1.849188e-01 2.073775e-01 2.137416e-01 9.617277e-01 1.518113e+00 1.314679e+00 1.007072e+00 4.702934e-01 9.622527e-03 8.740812e-03 2.931936e-03 9.701682e-03 2.788869e-03 6.539631e-03 3.932746e-01 1.473943e-01 1.012420e-07 6.580551e-09 1.329399e-08 2.120368e-10 1.259037e+00 1.500584e+01 9.306090e-01 1.081061e+00 9.595714e-01
